file;numAnyError;numSyntaxError;numReferenceError;criticalErrors;totalTypeError;comment
drivers/media/dvb/frontends/nxt6000;0;0;0;0;0;
drivers/media/dvb/frontends/or51132;0;0;0;0;0;
drivers/media/dvb/frontends/or51211;0;0;0;0;0;
drivers/media/dvb/frontends/s5h1409;0;0;0;0;0;
drivers/media/dvb/frontends/s5h1411;0;0;0;0;0;
drivers/media/dvb/frontends/s5h1420;0;0;0;0;0;
drivers/media/dvb/frontends/s921_core;0;0;0;0;0;
drivers/media/dvb/frontends/s921_module;0;0;0;0;0;
drivers/media/dvb/frontends/si21xx;0;0;0;0;0;
drivers/media/dvb/frontends/sp8870;0;0;0;0;0;
drivers/media/dvb/frontends/sp887x;0;0;0;0;0;
drivers/media/dvb/frontends/stb0899_algo;0;0;0;0;0;
drivers/media/dvb/frontends/stb0899_drv;0;0;0;0;0;
drivers/media/dvb/frontends/stb6000;0;0;0;0;0;
drivers/media/dvb/frontends/stb6100;0;0;0;0;0;
drivers/media/dvb/frontends/stv0288;0;0;0;0;0;
drivers/media/dvb/frontends/stv0297;0;0;0;0;0;
drivers/media/dvb/frontends/stv0299;0;0;0;0;0;
drivers/media/dvb/frontends/stv0900_core;0;0;0;0;0;
drivers/media/dvb/frontends/stv0900_sw;0;0;0;0;0;
drivers/media/dvb/frontends/stv090x;0;0;0;0;0;
drivers/media/dvb/frontends/stv6110;0;0;0;0;0;
drivers/media/dvb/frontends/stv6110x;0;0;0;0;0;
drivers/media/dvb/frontends/tda10021;0;0;0;0;0;
drivers/media/dvb/frontends/tda10023;0;0;0;0;0;
drivers/media/dvb/frontends/tda10048;0;0;0;0;0;
drivers/media/dvb/frontends/tda1004x;0;0;0;0;0;
drivers/media/dvb/frontends/tda10086;0;0;0;0;0;
drivers/media/dvb/frontends/tda665x;0;0;0;0;0;
drivers/media/dvb/frontends/tda8083;0;0;0;0;0;
drivers/media/dvb/frontends/tda8261;0;0;0;0;0;
drivers/media/dvb/frontends/tda826x;0;0;0;0;0;
drivers/media/dvb/frontends/tua6100;0;0;0;0;0;
drivers/media/dvb/frontends/ves1820;0;0;0;0;0;
drivers/media/dvb/frontends/ves1x93;0;0;0;0;0;
drivers/media/dvb/frontends/zl10036;0;0;0;0;0;
drivers/media/dvb/frontends/zl10039;0;0;0;0;0;
drivers/media/dvb/frontends/zl10353;0;0;0;0;0;
drivers/media/dvb/mantis/hopper_cards;0;0;0;0;0;
drivers/media/dvb/mantis/hopper_vp3028;0;0;0;0;0;
drivers/media/dvb/mantis/mantis_cards;0;0;0;0;0;
drivers/media/dvb/mantis/mantis_vp1033;0;0;0;0;0;
drivers/media/dvb/mantis/mantis_vp1034;0;0;0;0;0;
drivers/media/dvb/mantis/mantis_vp1041;0;0;0;0;0;
drivers/media/dvb/mantis/mantis_vp2033;0;0;0;0;0;
drivers/media/dvb/mantis/mantis_vp2040;0;0;0;0;0;
drivers/media/dvb/mantis/mantis_vp3030;0;0;0;0;0;
drivers/media/dvb/pluto2/pluto2;0;0;0;0;0;
drivers/media/dvb/pt1/pt1;0;0;0;0;0;
drivers/media/dvb/pt1/va1j5jf8007s;0;0;0;0;0;
drivers/media/dvb/pt1/va1j5jf8007t;0;0;0;0;0;
drivers/media/dvb/siano/sms-cards;0;0;0;0;0;
drivers/media/dvb/siano/smscoreapi;0;0;0;0;0;
drivers/media/dvb/siano/smsdvb;0;0;0;0;0;
drivers/media/dvb/siano/smsendian;0;0;0;0;0;
drivers/media/dvb/siano/smsir;0;0;0;0;0;
drivers/media/dvb/siano/smssdio;0;0;0;0;0;
drivers/media/dvb/siano/smsusb;0;0;0;0;0;
drivers/media/dvb/ttpci/av7110;0;0;0;0;0;
drivers/media/dvb/ttpci/av7110_av;0;0;0;0;0;
drivers/media/dvb/ttpci/av7110_ca;0;0;0;0;0;
drivers/media/dvb/ttpci/av7110_hw;0;0;0;0;0;
drivers/media/dvb/ttpci/av7110_ipack;0;0;0;0;0;
drivers/media/dvb/ttpci/av7110_ir;0;0;0;0;0;
drivers/media/dvb/ttpci/av7110_v4l;0;0;0;0;0;
drivers/media/dvb/ttpci/budget-av;0;0;0;0;0;
drivers/media/dvb/ttpci/budget-ci;0;0;0;0;0;
drivers/media/dvb/ttpci/budget-core;0;0;0;0;0;
drivers/media/dvb/ttpci/budget-patch;0;0;0;0;0;
drivers/media/dvb/ttpci/budget;0;0;0;0;0;
drivers/media/dvb/ttpci/ttpci-eeprom;0;0;0;0;0;
drivers/media/dvb/ttusb-budget/dvb-ttusb-budget;0;0;0;0;0;
drivers/media/dvb/ttusb-dec/ttusb_dec;0;0;0;0;0;
drivers/media/dvb/ttusb-dec/ttusbdecfe;0;0;0;0;0;
drivers/media/radio/dsbr100;0;0;0;0;0;
drivers/media/radio/radio-aimslab;0;0;0;0;0;
drivers/media/radio/radio-aztech;0;0;0;0;0;
drivers/media/radio/radio-cadet;0;0;0;0;0;
drivers/media/radio/radio-gemtek-pci;0;0;0;0;0;
drivers/media/radio/radio-gemtek;0;0;0;0;0;
drivers/media/radio/radio-maestro;0;0;0;0;0;
drivers/media/radio/radio-maxiradio;0;0;0;0;0;
drivers/media/radio/radio-miropcm20;0;0;0;0;0;
drivers/media/radio/radio-mr800;0;0;0;0;0;
drivers/media/radio/radio-rtrack2;0;0;0;0;0;
drivers/media/radio/radio-sf16fmi;0;0;0;0;0;
drivers/media/radio/radio-sf16fmr2;0;0;0;0;0;
drivers/media/radio/radio-si4713;0;0;0;0;0;
drivers/media/radio/radio-tea5764;0;0;0;0;0;
drivers/media/radio/radio-terratec;0;0;0;0;0;
drivers/media/radio/radio-trust;0;0;0;0;0;
drivers/media/radio/radio-typhoon;0;0;0;0;0;
drivers/media/radio/radio-zoltrix;0;0;0;0;0;
drivers/media/radio/si470x/radio-si470x-common;0;0;0;0;0;
drivers/media/radio/si470x/radio-si470x-i2c;0;0;0;0;0;
drivers/media/radio/si470x/radio-si470x-usb;0;0;0;0;0;
drivers/media/radio/si4713-i2c;0;0;0;0;0;
drivers/media/radio/tef6862;0;0;0;0;0;
drivers/media/video/adv7170;0;0;0;0;0;
drivers/media/video/adv7175;0;0;0;0;0;
drivers/media/video/adv7180;0;0;0;0;0;
drivers/media/video/adv7343;0;0;0;0;0;
drivers/media/video/au0828/au0828-cards;0;0;0;0;0;
drivers/media/video/au0828/au0828-core;0;0;0;0;0;
drivers/media/video/au0828/au0828-dvb;0;0;0;0;0;
drivers/media/video/au0828/au0828-i2c;0;0;0;0;0;
drivers/media/video/au0828/au0828-video;0;0;0;0;0;
drivers/media/video/bt819;0;0;0;0;0;fixed in type system
drivers/media/video/bt856;0;0;0;0;0;
drivers/media/video/bt866;0;0;0;0;0;
drivers/media/video/bt8xx/bttv-audio-hook;0;0;0;0;0;
drivers/media/video/bt8xx/bttv-cards;0;0;0;0;0;
drivers/media/video/bt8xx/bttv-driver;0;0;0;0;0;
drivers/media/video/bt8xx/bttv-gpio;0;0;0;0;0;
drivers/media/video/bt8xx/bttv-i2c;0;0;0;0;0;
drivers/media/video/bt8xx/bttv-if;0;0;0;0;0;
drivers/media/video/bt8xx/bttv-input;0;0;0;0;0;
drivers/media/video/bt8xx/bttv-risc;0;0;0;0;0;
drivers/media/video/bt8xx/bttv-vbi;0;0;0;0;0;
drivers/media/video/btcx-risc;0;0;0;0;0;
drivers/media/video/bw-qcam;0;0;0;0;0;
drivers/media/video/c-qcam;0;0;0;0;0;
drivers/media/video/cafe_ccic;0;0;0;0;0;
drivers/media/video/cpia;0;0;0;0;0;
drivers/media/video/cpia2/cpia2_core;0;0;0;0;0;
drivers/media/video/cpia2/cpia2_usb;0;0;0;0;0;
drivers/media/video/cpia2/cpia2_v4l;0;0;0;0;0;
drivers/media/video/cpia_pp;0;0;0;0;0;
drivers/media/video/cpia_usb;0;0;0;0;0;
drivers/media/video/cs5345;0;0;0;0;0;
drivers/media/video/cs53l32a;0;0;0;0;0;
drivers/media/video/cx18/cx18-audio;0;0;0;0;0;
drivers/media/video/cx18/cx18-av-audio;0;0;0;0;0;
drivers/media/video/cx18/cx18-av-core;0;0;0;0;0;
drivers/media/video/cx18/cx18-av-firmware;0;0;0;0;0;
drivers/media/video/cx18/cx18-av-vbi;0;0;0;0;0;
drivers/media/video/cx18/cx18-cards;0;0;0;0;0;
drivers/media/video/cx18/cx18-controls;0;0;0;0;0;
drivers/media/video/cx18/cx18-driver;0;0;0;0;0;
drivers/media/video/cx18/cx18-dvb;0;0;0;0;0;
drivers/media/video/cx18/cx18-fileops;0;0;0;0;0;
drivers/media/video/cx18/cx18-firmware;0;0;0;0;0;
drivers/media/video/cx18/cx18-gpio;0;0;0;0;0;
drivers/media/video/cx18/cx18-i2c;0;0;0;0;0;
drivers/media/video/cx18/cx18-io;0;0;0;0;0;
drivers/media/video/cx18/cx18-ioctl;0;0;0;0;0;
drivers/media/video/cx18/cx18-irq;0;0;0;0;0;
drivers/media/video/cx18/cx18-mailbox;0;0;0;0;0;
drivers/media/video/cx18/cx18-queue;0;0;0;0;0;
drivers/media/video/cx18/cx18-scb;0;0;0;0;0;
drivers/media/video/cx18/cx18-streams;0;0;0;0;0;
drivers/media/video/cx18/cx18-vbi;0;0;0;0;0;
drivers/media/video/cx18/cx18-video;0;0;0;0;0;
drivers/media/video/cx231xx/cx231xx-audio;0;0;0;0;0;
drivers/media/video/cx231xx/cx231xx-avcore;0;0;0;0;0;
drivers/media/video/cx231xx/cx231xx-cards;0;0;0;0;0;
drivers/media/video/cx231xx/cx231xx-core;0;0;0;0;0;
drivers/media/video/cx231xx/cx231xx-dvb;0;0;0;0;0;
drivers/media/video/cx231xx/cx231xx-i2c;0;0;0;0;0;
drivers/media/video/cx231xx/cx231xx-pcb-cfg;0;0;0;0;0;
drivers/media/video/cx231xx/cx231xx-vbi;0;0;0;0;0;
drivers/media/video/cx231xx/cx231xx-video;0;0;0;0;0;
drivers/media/video/cx2341x;0;0;0;0;0;
drivers/media/video/cx23885/cimax2;0;0;0;0;0;
drivers/media/video/cx23885/cx23885-417;0;0;0;0;0;
drivers/media/video/cx23885/cx23885-cards;0;0;0;0;0;
drivers/media/video/cx23885/cx23885-core;0;0;0;0;0;
drivers/media/video/cx23885/cx23885-dvb;0;0;0;0;0;
drivers/media/video/cx23885/cx23885-f300;0;0;0;0;0;
drivers/media/video/cx23885/cx23885-i2c;0;0;0;0;0;
drivers/media/video/cx23885/cx23885-input;0;0;0;0;0;
drivers/media/video/cx23885/cx23885-ioctl;0;0;0;0;0;
drivers/media/video/cx23885/cx23885-ir;0;0;0;0;0;
drivers/media/video/cx23885/cx23885-vbi;0;0;0;0;0;
drivers/media/video/cx23885/cx23885-video;0;0;0;0;0;
drivers/media/video/cx23885/cx23888-ir;0;0;0;0;0;
drivers/media/video/cx23885/netup-eeprom;0;0;0;0;0;
drivers/media/video/cx23885/netup-init;0;0;0;0;0;
drivers/media/video/cx25840/cx25840-audio;0;0;0;0;0;
drivers/media/video/cx25840/cx25840-core;0;0;0;0;0;
drivers/media/video/cx25840/cx25840-firmware;0;0;0;0;0;
drivers/media/video/cx25840/cx25840-vbi;0;0;0;0;0;
drivers/media/video/cx88/cx88-alsa;0;0;0;0;0;
drivers/media/video/cx88/cx88-blackbird;0;0;0;0;0;
drivers/media/video/cx88/cx88-cards;0;0;0;0;0;
drivers/media/video/cx88/cx88-core;0;0;0;0;0;
drivers/media/video/cx88/cx88-dsp;0;0;0;0;0;
drivers/media/video/cx88/cx88-dvb;0;0;0;0;0;
drivers/media/video/cx88/cx88-i2c;0;0;0;0;0;
drivers/media/video/cx88/cx88-input;0;0;0;0;0;
drivers/media/video/cx88/cx88-mpeg;0;0;0;0;0;
drivers/media/video/cx88/cx88-tvaudio;0;0;0;0;0;
drivers/media/video/cx88/cx88-vbi;0;0;0;0;0;
drivers/media/video/cx88/cx88-video;0;0;0;0;0;
drivers/media/video/cx88/cx88-vp3054-i2c;0;0;0;0;0;
drivers/media/video/dabusb;0;0;0;0;0;
drivers/media/video/em28xx/em28xx-audio;0;0;0;0;0;
drivers/media/video/em28xx/em28xx-cards;0;0;0;0;0;
drivers/media/video/em28xx/em28xx-core;0;0;0;0;0;
drivers/media/video/em28xx/em28xx-dvb;0;0;0;0;0;
drivers/media/video/em28xx/em28xx-i2c;0;0;0;0;0;
drivers/media/video/em28xx/em28xx-input;0;0;0;0;0;
drivers/media/video/em28xx/em28xx-vbi;0;0;0;0;0;
drivers/media/video/em28xx/em28xx-video;0;0;0;0;0;
drivers/media/video/et61x251/et61x251_core;0;0;0;0;0;
drivers/media/video/et61x251/et61x251_tas5130d1b;0;0;0;0;0;
drivers/media/video/gspca/conex;0;0;0;0;0;
drivers/media/video/gspca/etoms;0;0;0;0;0;
drivers/media/video/gspca/finepix;0;0;0;0;0;
drivers/media/video/gspca/gl860/gl860-mi1320;0;0;0;0;0;
drivers/media/video/gspca/gl860/gl860-mi2020;0;0;0;0;0;
drivers/media/video/gspca/gl860/gl860-ov2640;0;0;0;0;0;
drivers/media/video/gspca/gl860/gl860-ov9655;0;0;0;0;0;
drivers/media/video/gspca/gl860/gl860;0;0;0;0;0;
drivers/media/video/gspca/gspca;0;0;0;0;0;
drivers/media/video/gspca/jeilinj;0;0;0;0;0;
drivers/media/video/gspca/m5602/m5602_core;0;0;0;0;0;
drivers/media/video/gspca/m5602/m5602_mt9m111;0;0;0;0;0;
drivers/media/video/gspca/m5602/m5602_ov7660;0;0;0;0;0;
drivers/media/video/gspca/m5602/m5602_ov9650;0;0;0;0;0;
drivers/media/video/gspca/m5602/m5602_po1030;0;0;0;0;0;
drivers/media/video/gspca/m5602/m5602_s5k4aa;0;0;0;0;0;
drivers/media/video/gspca/m5602/m5602_s5k83a;0;0;0;0;0;
drivers/media/video/gspca/mars;0;0;0;0;0;
drivers/media/video/gspca/mr97310a;0;0;0;0;0;
drivers/media/video/gspca/ov519;0;0;0;0;0;
drivers/media/video/gspca/ov534;0;0;0;0;0;
drivers/media/video/gspca/pac207;0;0;0;0;0;
drivers/media/video/gspca/pac7302;0;0;0;0;0;
drivers/media/video/gspca/pac7311;0;0;0;0;0;
drivers/media/video/gspca/sn9c20x;0;0;0;0;0;
drivers/media/video/gspca/sonixb;0;0;0;0;0;
drivers/media/video/gspca/sonixj;0;0;0;0;0;
drivers/media/video/gspca/spca500;0;0;0;0;0;
drivers/media/video/gspca/spca501;0;0;0;0;0;
drivers/media/video/gspca/spca505;0;0;0;0;0;
drivers/media/video/gspca/spca506;0;0;0;0;0;
drivers/media/video/gspca/spca508;0;0;0;0;0;
drivers/media/video/gspca/spca561;0;0;0;0;0;
drivers/media/video/gspca/sq905;0;0;0;0;0;
drivers/media/video/gspca/sq905c;0;0;0;0;0;
drivers/media/video/gspca/stk014;0;0;0;0;0;
drivers/media/video/gspca/stv0680;0;0;0;0;0;
drivers/media/video/gspca/stv06xx/stv06xx;0;0;0;0;0;
drivers/media/video/gspca/stv06xx/stv06xx_hdcs;0;0;0;0;0;
drivers/media/video/gspca/stv06xx/stv06xx_pb0100;0;0;0;0;0;
drivers/media/video/gspca/stv06xx/stv06xx_st6422;0;0;0;0;0;
drivers/media/video/gspca/stv06xx/stv06xx_vv6410;0;0;0;0;0;
drivers/media/video/gspca/sunplus;0;0;0;0;0;
drivers/media/video/gspca/t613;0;0;0;0;0;
drivers/media/video/gspca/tv8532;0;0;0;0;0;
drivers/media/video/gspca/vc032x;0;0;0;0;0;
drivers/media/video/gspca/zc3xx;0;0;0;0;0;
drivers/media/video/hdpvr/hdpvr-control;0;0;0;0;0;
drivers/media/video/hdpvr/hdpvr-core;0;0;0;0;0;
drivers/media/video/hdpvr/hdpvr-i2c;0;0;0;0;0;
drivers/media/video/hdpvr/hdpvr-video;0;0;0;0;0;
drivers/media/video/hexium_gemini;0;0;0;0;0;
drivers/media/video/hexium_orion;0;0;0;0;0;
drivers/media/video/ir-kbd-i2c;0;0;0;0;0;
drivers/media/video/ivtv/ivtv-cards;0;0;0;0;0;
drivers/media/video/ivtv/ivtv-controls;0;0;0;0;0;
drivers/media/video/ivtv/ivtv-driver;0;0;0;0;0;
drivers/media/video/ivtv/ivtv-fileops;0;0;0;0;0;
drivers/media/video/ivtv/ivtv-firmware;0;0;0;0;0;
drivers/media/video/ivtv/ivtv-gpio;0;0;0;0;0;
drivers/media/video/ivtv/ivtv-i2c;0;0;0;0;0;
drivers/media/video/ivtv/ivtv-ioctl;0;0;0;0;0;
drivers/media/video/ivtv/ivtv-irq;0;0;0;0;0;
drivers/media/video/ivtv/ivtv-mailbox;0;0;0;0;0;
drivers/media/video/ivtv/ivtv-queue;0;0;0;0;0;
drivers/media/video/ivtv/ivtv-routing;0;0;0;0;0;
drivers/media/video/ivtv/ivtv-streams;0;0;0;0;0;
drivers/media/video/ivtv/ivtv-udma;0;0;0;0;0;
drivers/media/video/ivtv/ivtv-vbi;0;0;0;0;0;
drivers/media/video/ivtv/ivtv-yuv;0;0;0;0;0;
drivers/media/video/ivtv/ivtvfb;0;0;0;0;0;
drivers/media/video/ks0127;0;0;0;0;0;
drivers/media/video/m52790;0;0;0;0;0;
drivers/media/video/meye;0;0;0;0;0;
drivers/media/video/msp3400-driver;0;0;0;0;0;
drivers/media/video/msp3400-kthreads;0;0;0;0;0;
drivers/media/video/mt9m001;0;0;0;0;0;
drivers/media/video/mt9m111;0;0;0;0;0;
drivers/media/video/mt9t031;0;0;0;0;0;
drivers/media/video/mt9t112;0;0;0;0;0;
drivers/media/video/mt9v011;0;0;0;0;0;
drivers/media/video/mt9v022;0;0;0;0;0;
drivers/media/video/mxb;0;0;0;0;0;
drivers/media/video/ov511;0;0;0;0;0;
drivers/media/video/ov7670;0;0;0;0;0;
drivers/media/video/ov772x;0;0;0;0;0;
drivers/media/video/ov9640;0;0;0;0;0;
drivers/media/video/ovcamchip/ov6x20;0;0;0;0;0;
drivers/media/video/ovcamchip/ov6x30;0;0;0;0;0;
drivers/media/video/ovcamchip/ov76be;0;0;0;0;0;
drivers/media/video/ovcamchip/ov7x10;0;0;0;0;0;
drivers/media/video/ovcamchip/ov7x20;0;0;0;0;0;
drivers/media/video/ovcamchip/ovcamchip_core;0;0;0;0;0;
drivers/media/video/pms;0;0;0;0;0;
drivers/media/video/pvrusb2/pvrusb2-audio;0;0;0;0;0;
drivers/media/video/pvrusb2/pvrusb2-context;0;0;0;0;0;
drivers/media/video/pvrusb2/pvrusb2-cs53l32a;0;0;0;0;0;
drivers/media/video/pvrusb2/pvrusb2-ctrl;0;0;0;0;0;
drivers/media/video/pvrusb2/pvrusb2-cx2584x-v4l;0;0;0;0;0;
drivers/media/video/pvrusb2/pvrusb2-debugifc;0;0;0;0;0;
drivers/media/video/pvrusb2/pvrusb2-devattr;0;0;0;0;0;
drivers/media/video/pvrusb2/pvrusb2-dvb;0;0;0;0;0;
drivers/media/video/pvrusb2/pvrusb2-eeprom;0;0;0;0;0;
drivers/media/video/pvrusb2/pvrusb2-encoder;0;0;0;0;0;
drivers/media/video/pvrusb2/pvrusb2-hdw;0;0;0;0;0;
drivers/media/video/pvrusb2/pvrusb2-i2c-core;0;0;0;0;0;
drivers/media/video/pvrusb2/pvrusb2-io;0;0;0;0;0;
drivers/media/video/pvrusb2/pvrusb2-ioread;0;0;0;0;0;
drivers/media/video/pvrusb2/pvrusb2-main;0;0;0;0;0;
drivers/media/video/pvrusb2/pvrusb2-std;0;0;0;0;0;
drivers/media/video/pvrusb2/pvrusb2-sysfs;0;0;0;0;0;
drivers/media/video/pvrusb2/pvrusb2-v4l2;0;0;0;0;0;
drivers/media/video/pvrusb2/pvrusb2-video-v4l;0;0;0;0;0;
drivers/media/video/pvrusb2/pvrusb2-wm8775;0;0;0;0;0;
drivers/media/video/pwc/pwc-ctrl;0;0;0;0;0;
drivers/media/video/pwc/pwc-dec1;0;0;0;0;0;
drivers/media/video/pwc/pwc-dec23;0;0;0;0;0;
drivers/media/video/pwc/pwc-if;0;0;0;0;0;
drivers/media/video/pwc/pwc-kiara;0;0;0;0;0;
drivers/media/video/pwc/pwc-misc;0;0;0;0;0;
drivers/media/video/pwc/pwc-timon;0;0;0;0;0;
drivers/media/video/pwc/pwc-uncompress;0;0;0;0;0;
drivers/media/video/pwc/pwc-v4l;0;0;0;0;0;
drivers/media/video/rj54n1cb0c;0;0;0;0;0;
drivers/media/video/s2255drv;0;0;0;0;0;
drivers/media/video/saa5246a;0;0;0;0;0;
drivers/media/video/saa5249;0;0;0;0;0;
drivers/media/video/saa6588;0;0;0;0;0;
drivers/media/video/saa7110;0;0;0;0;0;
drivers/media/video/saa7115;0;0;0;0;0;
drivers/media/video/saa7127;0;0;0;0;0;
drivers/media/video/saa7134/saa6752hs;0;0;0;0;0;
drivers/media/video/saa7134/saa7134-alsa;0;0;0;0;0;
drivers/media/video/saa7134/saa7134-cards;0;0;0;0;0;
drivers/media/video/saa7134/saa7134-core;0;0;0;0;0;
drivers/media/video/saa7134/saa7134-dvb;0;0;0;0;0;
drivers/media/video/saa7134/saa7134-empress;0;0;0;0;0;
drivers/media/video/saa7134/saa7134-i2c;0;0;0;0;0;
drivers/media/video/saa7134/saa7134-input;0;0;0;0;0;
drivers/media/video/saa7134/saa7134-ts;0;0;0;0;0;
drivers/media/video/saa7134/saa7134-tvaudio;0;0;0;0;0;
drivers/media/video/saa7134/saa7134-vbi;0;0;0;0;0;
drivers/media/video/saa7134/saa7134-video;0;0;0;0;0;
drivers/media/video/saa7164/saa7164-api;0;0;0;0;0;
drivers/media/video/saa7164/saa7164-buffer;0;0;0;0;0;
drivers/media/video/saa7164/saa7164-bus;0;0;0;0;0;
drivers/media/video/saa7164/saa7164-cards;0;0;0;0;0;
drivers/media/video/saa7164/saa7164-cmd;0;0;0;0;0;
drivers/media/video/saa7164/saa7164-core;0;0;0;0;0;
drivers/media/video/saa7164/saa7164-dvb;0;0;0;0;0;
drivers/media/video/saa7164/saa7164-fw;0;0;0;0;0;
drivers/media/video/saa7164/saa7164-i2c;0;0;0;0;0;
drivers/media/video/saa717x;0;0;0;0;0;
drivers/media/video/saa7185;0;0;0;0;0;
drivers/media/video/saa7191;0;0;0;0;0;
drivers/media/video/se401;0;0;0;0;0;
drivers/media/video/sn9c102/sn9c102_core;0;0;0;0;0;
drivers/media/video/sn9c102/sn9c102_hv7131d;0;0;0;0;0;
drivers/media/video/sn9c102/sn9c102_hv7131r;0;0;0;0;0;
drivers/media/video/sn9c102/sn9c102_mi0343;0;0;0;0;0;
drivers/media/video/sn9c102/sn9c102_mi0360;0;0;0;0;0;
drivers/media/video/sn9c102/sn9c102_mt9v111;0;0;0;0;0;
drivers/media/video/sn9c102/sn9c102_ov7630;0;0;0;0;0;
drivers/media/video/sn9c102/sn9c102_ov7660;0;0;0;0;0;
drivers/media/video/sn9c102/sn9c102_pas106b;0;0;0;0;0;
drivers/media/video/sn9c102/sn9c102_pas202bcb;0;0;0;0;0;
drivers/media/video/sn9c102/sn9c102_tas5110c1b;0;0;0;0;0;
drivers/media/video/sn9c102/sn9c102_tas5110d;0;0;0;0;0;
drivers/media/video/sn9c102/sn9c102_tas5130d1b;0;0;0;0;0;
drivers/media/video/soc_camera;0;0;0;0;0;
drivers/media/video/soc_camera_platform;0;0;0;0;0;
drivers/media/video/soc_mediabus;0;0;0;0;0;
drivers/media/video/stk-sensor;0;0;0;0;0;
drivers/media/video/stk-webcam;0;0;0;0;0;
drivers/media/video/stradis;0;0;0;0;0;
drivers/media/video/stv680;0;0;0;0;0;
drivers/media/video/tcm825x;0;0;0;0;0;
drivers/media/video/tda7432;0;0;0;0;0;
drivers/media/video/tda9840;0;0;0;0;0;
drivers/media/video/tda9875;0;0;0;0;0;
drivers/media/video/tea6415c;0;0;0;0;0;
drivers/media/video/tea6420;0;0;0;0;0;
drivers/media/video/ths7303;0;0;0;0;0;
drivers/media/video/tlv320aic23b;0;0;0;0;0;
drivers/media/video/tuner-core;0;0;0;0;0;
drivers/media/video/tvaudio;0;0;0;0;0;
drivers/media/video/tveeprom;0;0;0;0;0;
drivers/media/video/tvp514x;0;0;0;0;0;
drivers/media/video/tvp5150;0;0;0;0;0;
drivers/media/video/tw9910;0;0;0;0;0;
drivers/media/video/upd64031a;0;0;0;0;0;
drivers/media/video/upd64083;0;0;0;0;0;
drivers/media/video/usbvideo/ibmcam;0;0;0;0;0;
drivers/media/video/usbvideo/konicawc;0;0;0;0;0;
drivers/media/video/usbvideo/quickcam_messenger;0;0;0;0;0;
drivers/media/video/usbvideo/ultracam;0;0;0;0;0;
drivers/media/video/usbvideo/usbvideo;0;0;0;0;0;
drivers/media/video/usbvideo/vicam;0;0;0;0;0;
drivers/media/video/usbvision/usbvision-cards;0;0;0;0;0;
drivers/media/video/usbvision/usbvision-core;0;0;0;0;0;
drivers/media/video/usbvision/usbvision-i2c;0;0;0;0;0;
drivers/media/video/usbvision/usbvision-video;0;0;0;0;0;
drivers/media/video/uvc/uvc_ctrl;0;0;0;0;0;
drivers/media/video/uvc/uvc_driver;0;0;0;0;0;
drivers/media/video/uvc/uvc_isight;0;0;0;0;0;
drivers/media/video/uvc/uvc_queue;0;0;0;0;0;
drivers/media/video/uvc/uvc_status;0;0;0;0;0;
drivers/media/video/uvc/uvc_v4l2;0;0;0;0;0;
drivers/media/video/uvc/uvc_video;0;0;0;0;0;
drivers/media/video/v4l1-compat;0;0;0;0;0;
drivers/media/video/v4l2-common;0;0;0;0;0;
drivers/media/video/v4l2-dev;0;0;0;0;0;
drivers/media/video/v4l2-device;0;0;0;0;0;
drivers/media/video/v4l2-int-device;0;0;0;0;0;
drivers/media/video/v4l2-ioctl;0;0;0;0;0;
drivers/media/video/videobuf-core;0;0;0;0;0;
drivers/media/video/videobuf-dma-sg;0;0;0;0;0;
drivers/media/video/videobuf-dvb;0;0;0;0;0;
drivers/media/video/videobuf-vmalloc;0;0;0;0;0;
drivers/media/video/vivi;0;0;0;0;0;
drivers/media/video/vp27smpx;0;0;0;0;0;
drivers/media/video/vpx3220;0;0;0;0;0;
drivers/media/video/w9966;0;0;0;0;0;
drivers/media/video/w9968cf;0;0;0;0;0;
drivers/media/video/wm8739;0;0;0;0;0;
drivers/media/video/wm8775;0;0;0;0;0;
drivers/media/video/zc0301/zc0301_core;0;0;0;0;0;
drivers/media/video/zc0301/zc0301_pas202bcb;0;0;0;0;0;
drivers/media/video/zc0301/zc0301_pb0330;0;0;0;0;0;
drivers/media/video/zoran/videocodec;0;0;0;0;0;
drivers/media/video/zoran/zoran_card;0;0;0;0;0;
drivers/media/video/zoran/zoran_device;0;0;0;0;0;
drivers/media/video/zoran/zoran_driver;0;0;0;0;0;
drivers/media/video/zoran/zoran_procfs;0;0;0;0;0;
drivers/media/video/zoran/zr36016;0;0;0;0;0;
drivers/media/video/zoran/zr36050;0;0;0;0;0;
drivers/media/video/zoran/zr36060;0;0;0;0;0;
drivers/media/video/zr364xx;0;0;0;0;0;
drivers/memstick/core/memstick;0;0;0;0;0;
drivers/memstick/core/mspro_block;0;0;0;0;0;
drivers/memstick/host/jmb38x_ms;0;0;0;0;0;
drivers/memstick/host/tifm_ms;0;0;0;0;0;
drivers/message/fusion/mptbase;0;0;0;0;0;
drivers/message/fusion/mptctl;0;0;0;0;0;
drivers/message/fusion/mptfc;0;0;0;0;0;
drivers/message/fusion/mptlan;0;0;0;0;0;
drivers/message/fusion/mptsas;0;0;0;0;0;
drivers/message/fusion/mptscsih;0;0;0;0;0;
drivers/message/fusion/mptspi;0;0;0;0;0;
drivers/message/i2o/bus-osm;0;0;0;0;0;
drivers/message/i2o/debug;0;0;0;0;0;
drivers/message/i2o/device;0;0;0;0;0;
drivers/message/i2o/driver;0;0;0;0;0;
drivers/message/i2o/exec-osm;0;0;0;0;0;
