arch/x86/kvm/i8259;6187;26244;11988;144;0;0;965;9128;2050;86;0;0;0;0
arch/x86/kvm/irq;5598;22103;10040;221;0;0;1123;9114;2038;99;0;0;0;0
arch/x86/kvm/lapic;7537;31690;13551;127;0;0;1239;12321;2650;104;0;0;0;0
arch/x86/kvm/mmu;6874;31337;13394;146;0;0;1671;12163;2612;127;0;0;0;0
arch/x86/kvm/svm;7134;32387;14525;154;0;0;1359;9924;2323;101;0;0;0;0
arch/x86/kvm/timer;6557;27887;13910;177;0;0;1155;10638;2375;113;0;0;0;0
arch/x86/kvm/vmx;6231;26260;9422;145;0;0;1472;10629;2278;141;0;0;0;0
arch/x86/kvm/x86;6861;33909;15224;143;0;0;1649;15046;2856;173;0;0;11;11
arch/x86/lguest/boot;6148;24489;13335;113;0;0;1123;11640;2272;104;0;0;0;5
arch/x86/lib/atomic64_32;4186;12261;5085;78;0;0;1064;6974;0;0;0;0;0;1
arch/x86/lib/cache-smp;3897;13987;4976;104;0;0;1104;6721;1493;131;0;0;0;0
arch/x86/lib/delay;5048;18237;7597;99;0;0;934;8010;1675;86;0;0;0;0
arch/x86/lib/insn;833;1699;433;22;0;0;882;2180;659;31;0;0;0;0
arch/x86/lib/mmx_32;6328;22980;14948;150;0;0;1035;9365;2210;107;0;0;0;2
arch/x86/lib/msr-reg-export;4582;15143;7341;80;0;0;1046;6396;1437;168;0;0;0;0
arch/x86/lib/msr-smp;4342;13664;5460;76;0;0;846;6578;1541;89;0;0;0;0
arch/x86/lib/msr;4782;15483;6984;83;0;0;1008;6070;1402;125;0;0;0;0
arch/x86/lib/string_32;4307;12677;4774;74;0;0;1187;7510;1873;116;0;0;0;0
arch/x86/lib/strstr_32;692;877;367;19;0;0;724;1040;485;13;0;0;0;0
arch/x86/math-emu/errors;4938;16528;7148;95;0;0;900;7987;1939;93;0;0;0;0
arch/x86/math-emu/fpu_arith;4545;16141;7615;107;0;0;907;7985;1856;128;0;0;0;0
arch/x86/math-emu/fpu_aux;4652;15791;7904;110;0;0;1258;10619;1993;78;0;0;0;0
arch/x86/math-emu/fpu_entry;4984;17316;7346;107;0;0;969;8866;1965;90;0;0;0;4
arch/x86/math-emu/fpu_etc;4570;15767;7553;98;0;0;1461;7624;1647;120;0;0;0;0
arch/x86/math-emu/fpu_tags;4758;15997;7452;123;0;0;1097;9237;2276;102;0;0;0;0
arch/x86/math-emu/fpu_trig;4497;17073;7095;139;0;0;983;8310;1971;108;0;0;0;0
arch/x86/math-emu/get_address;4817;17271;7503;107;0;0;949;8349;1751;71;0;0;0;6
arch/x86/math-emu/load_store;4541;16462;7181;98;0;0;968;8013;1839;102;0;0;0;0
arch/x86/math-emu/poly_2xm1;4351;16034;6927;90;0;0;1374;9361;2121;275;0;0;0;0
arch/x86/math-emu/poly_atan;4616;15486;7235;101;0;0;917;7865;2014;79;0;0;0;0
arch/x86/math-emu/poly_l2;4608;16277;7720;97;0;0;1163;7856;1798;72;0;0;0;0
arch/x86/math-emu/poly_sin;4509;15959;6873;116;0;0;1129;9125;2260;84;0;0;0;0
arch/x86/math-emu/poly_tan;4617;15800;7558;103;0;0;970;8265;1686;98;0;0;0;0
arch/x86/math-emu/reg_add_sub;4525;16122;7416;90;0;0;924;8160;1684;84;0;0;0;0
arch/x86/math-emu/reg_compare;4535;16112;7264;90;0;0;919;8304;1865;79;0;0;0;0
arch/x86/math-emu/reg_constant;4604;15602;7394;123;0;0;1175;9767;2444;124;0;0;0;0
arch/x86/math-emu/reg_convert;4534;15471;7080;103;0;0;975;7739;2053;77;0;0;0;0
arch/x86/math-emu/reg_divide;4459;15750;7115;85;0;0;926;8094;1748;94;0;0;0;0
arch/x86/math-emu/reg_ld_str;4668;16389;7847;110;0;0;1375;10904;2635;142;0;0;0;0
arch/x86/math-emu/reg_mul;4612;15813;7001;100;0;0;1301;7586;1903;103;0;0;0;0
arch/x86/mm/dump_pagetables;5262;21183;8687;658;0;0;1498;7637;1739;115;0;0;0;0
arch/x86/mm/extable;4656;15832;6919;88;0;0;1163;7880;1826;97;0;0;0;0
arch/x86/mm/fault;5202;20520;9772;132;0;0;1003;9719;2093;104;0;0;0;0
arch/x86/mm/gup;5054;18299;8953;138;0;0;998;8571;1785;87;0;0;0;0
